Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
31101,31101,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux","Cereal bar with fruit, fortified with vitamins and minerals",2,0,Ambiant (long),LPDE,Pas de préparation ,2.91,0.47,3.57,0.81,0.82,7.60,0.29,0.04,0.15,0.59,12.58,140.34,228.51,4.73,34.90,7.64
31102,31102,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux","Cereal bar with chocolate, fortified with vitamins and minerals",2,0,Ambiant (long),LPDE,Pas de préparation ,2.81,0.62,7.72,0.35,0.87,13.66,0.36,0.05,0.20,0.89,25.12,198.96,135.00,4.77,40.98,8.08
31114,31114,produits céréaliers,céréales de petit-déjeuner et biscuits,Barre céréalière aux amandes ou noisettes,Cereal bar with almonds or hazelnuts,2,0,Ambiant (long),LPDE,Pas de préparation ,3.37,0.87,5.05,0.32,0.94,14.41,0.46,0.06,0.25,1.17,19.75,236.80,116.58,39.33,50.43,15.65
31113,31113,produits céréaliers,céréales de petit-déjeuner et biscuits,Barre céréalière aux fruits,Cereal bar w fruit,2,0,Ambiant (long),LPDE,Pas de préparation ,2.91,0.47,3.57,0.81,0.82,7.60,0.29,0.04,0.15,0.59,12.58,140.34,228.51,4.73,34.90,7.64
31106,31106,produits céréaliers,céréales de petit-déjeuner et biscuits,Barre céréalière chocolatée,Chocolate cereal bar,2,0,Ambiant (long),LPDE,Pas de préparation ,2.81,0.62,7.72,0.35,0.87,13.66,0.36,0.05,0.20,0.89,25.12,198.96,135.00,4.77,40.98,8.08
31100,31100,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux","Milky cereal breakfast bar, with chocolate or not, fortified with vitamins and minerals",2,0,Ambiant (long),LPDE,Pas de préparation ,2.81,0.62,7.72,0.35,0.87,13.66,0.36,0.05,0.20,0.89,25.12,198.96,135.00,4.77,40.98,8.08
31098,31098,produits sucrés,chocolats et produits à base de chocolat,Barre chocolat au lait avec nougat,Toblerone milk cholcolate bar w nougat,2,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,0.41,4.73,0.28,0.69,9.03,0.17,0.02,0.09,0.62,16.60,58.83,141.69,5.21,29.39,4.94
31071,31071,produits sucrés,chocolats et produits à base de chocolat,Barre chocolatée aux fruits secs,Chocolate bar with dried fruits,2,0,Ambiant (moyenne),Carton,Pas de préparation,2.91,0.41,4.73,0.28,0.69,9.03,0.17,0.02,0.09,0.62,16.60,58.83,141.69,5.21,29.39,4.94
31000,31000,produits sucrés,chocolats et produits à base de chocolat,Barre chocolatée biscuitée,Chocolate bar with biscuit,2,0,Ambiant (moyenne),LPDE,Pas de préparation,3.28,0.68,8.30,0.38,0.85,15.07,0.39,0.05,0.22,1.07,27.12,186.55,161.65,5.22,43.48,8.44
31001,31001,produits sucrés,chocolats et produits à base de chocolat,Barre chocolatée non biscuitée enrobée,Coated chocolate bar without biscuit,2,0,Ambiant (moyenne),Carton,Pas de préparation,3.10,0.58,7.14,0.33,0.73,12.58,0.34,0.04,0.18,0.84,23.83,192.00,140.09,4.32,33.42,7.68
31035,31035,glaces et sorbets,glaces,Barre glacée chocolatée,"Ice cream, chocolate coated",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
31073,31073,produits sucrés,chocolats et produits à base de chocolat,Barre goûter frais au lait et chocolat,"Chocolate snack bar, dairy filling",2,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,0.67,8.13,0.39,0.84,14.74,0.39,0.05,0.22,1.08,27.17,190.10,174.35,5.05,39.88,8.55
31099,31099,produits sucrés,chocolats et produits à base de chocolat,Barre goûter frais au lait et chocolat avec génoise,"Chocolate snack bar, dairy filling with sponge cake",2,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,0.67,8.13,0.39,0.84,14.74,0.39,0.05,0.22,1.08,27.17,190.10,174.35,5.05,39.88,8.55
31012,31012,produits sucrés,chocolats et produits à base de chocolat,Barres ou confiserie chocolatées au lait,"Chocolate confectionery or bar, with dairy filling",2,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,0.67,8.13,0.39,0.84,14.74,0.39,0.05,0.22,1.08,27.17,190.10,174.35,5.05,39.88,8.55
37000,37000,aides culinaires et ingrédients divers,ingrédients divers,Base de pizza à la crème,cream sauce for pizza base,2,0,Ambiant (long),Carton,Pas de préparation,2.89,0.40,4.00,0.33,0.78,8.02,0.24,0.03,0.11,0.80,17.16,155.72,111.28,2.75,34.52,10.68
37002,37002,aides culinaires et ingrédients divers,ingrédients divers,Base de pizza tomatée,Tomato sauce for pizza base,2,0,Ambiant (long),Carton,Pas de préparation,3.19,0.17,0.77,0.16,0.72,3.09,0.06,0.01,0.02,0.22,2.83,3.28,86.38,3.10,23.88,5.28
11033,11033,aides culinaires et ingrédients divers,herbes,"Basilic, frais","Basil, fresh",2,0,Ambiant (long),LPDE,Pas de préparation,3.75,0.14,0.95,0.09,0.27,2.86,0.07,0.01,0.03,0.23,4.13,37.28,14.96,5.51,16.42,2.05
11032,11032,aides culinaires et ingrédients divers,herbes,"Basilic, séché","Basil, dried",2,0,Ambiant (long),Verre,Pas de préparation,3.75,0.17,1.01,0.18,0.62,3.82,0.12,0.01,0.03,0.26,3.83,34.90,20.88,4.54,24.02,3.21
12105,12105,lait et produits laitiers,fromages,Beaufort,"Beaufort cheese, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,2.24,0.57,6.27,0.29,0.75,10.56,0.46,0.06,0.27,0.76,19.20,307.32,87.41,2.18,34.66,4.69
23881,23881,produits céréaliers,gâteaux et pâtisseries,Beignet à la confiture,Doughnut filled with jam,2,0,Ambiant (long),PS,Pas de préparation,3.11,0.24,1.41,0.30,0.74,4.15,0.17,0.02,0.10,0.28,7.96,85.60,80.83,2.18,27.62,3.24
10023,10023,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Beignet de crevette,Shrimp fritters,2,0,Glacé,PS,Four,3.24,0.39,2.66,0.35,1.45,10.54,0.25,0.03,0.11,0.82,10.39,110.92,94.34,2.46,56.13,7.66
25556,25556,entrées et plats composés,plats composés,Beignet de légumes,Vegetable fritters,2,0,Glacé,PP,Micro onde ,2.52,0.25,1.41,0.19,0.88,5.54,0.13,0.02,0.08,0.31,6.79,52.47,114.40,2.81,30.29,3.27
25551,25551,entrées et plats composés,feuilletées et autres entrées,"Beignet de viande, volaille ou poisson, fait maison","Meat, poultry or fish fritters, home-made",2,0,Glacé,PS,Four ,1.92,0.85,5.46,0.55,3.50,12.92,0.73,0.10,0.44,0.99,25.52,335.90,132.93,4.64,100.85,7.41
23884,23884,produits céréaliers,gâteaux et pâtisseries,"Beignet fourré aux fruits, préemballé","Doughnut filled with fruits, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.13,0.29,2.63,0.18,0.78,5.77,0.21,0.03,0.12,0.40,10.15,118.66,41.10,2.85,29.99,3.45
23885,23885,produits céréaliers,gâteaux et pâtisseries,"Beignet fourré goût chocolat, préemballé","Doughnut filled with chocolate, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.19,0.51,5.97,0.33,0.88,11.36,0.25,0.04,0.14,0.74,22.29,112.02,160.56,3.47,38.69,5.58
23880,23880,produits céréaliers,gâteaux et pâtisseries,"Beignet rond moelleux, sans fourrage, saupoudré de sucre","Doughnut, plain",2,0,Ambiant (long),PS,Pas de préparation,2.27,0.22,1.43,0.15,0.75,4.10,0.18,0.02,0.10,0.28,8.43,94.47,38.41,1.64,27.21,2.02
20004,20004,"fruits, légumes, légumineuses et oléagineux",légumes,"Bette ou blette, crue","Swiss chard, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.55,0.06,0.48,0.08,0.35,1.09,0.02,0.00,0.01,0.08,2.27,-20.97,33.18,0.48,10.93,1.70
20005,20005,"fruits, légumes, légumineuses et oléagineux",légumes,"Bette ou blette, cuite","Swiss chard, cooked",2,0,Glacé,PP,Cuisson à l'eau,2.98,0.14,1.20,0.20,1.12,2.87,0.04,0.00,0.01,0.19,3.15,-23.61,44.37,0.73,36.01,3.26
20091,20091,"fruits, légumes, légumineuses et oléagineux",légumes,"Betterave rouge, crue","Beetroot, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.60,0.06,0.25,0.06,0.17,0.79,0.02,0.00,0.00,0.05,1.13,8.73,26.20,1.88,6.37,2.18
20003,20003,"fruits, légumes, légumineuses et oléagineux",légumes,"Betterave rouge, cuite","Beetroot, cooked",2,0,Glacé,LPDE,Cuisson à l'eau,3.00,0.12,0.87,0.14,0.57,2.48,0.04,0.00,0.01,0.15,1.76,12.06,34.74,2.51,23.37,3.50
16415,16415,matières grasses,beurres,"Beurre à 39-41% MG, léger, doux","Butter, light, 39-41% fat, unsalted",2,0,Glacé,PP,Pas de préparation,3.65,1.15,15.49,0.51,0.80,25.42,0.84,0.11,0.46,1.92,37.61,481.87,97.22,9.94,56.23,17.74
16411,16411,matières grasses,beurres,"Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel","Butter, 60-62% fat, light, lightly salted",2,0,Glacé,PP,Pas de préparation,3.65,1.15,15.49,0.51,0.80,25.43,0.84,0.11,0.46,1.92,37.62,481.90,97.36,9.94,56.28,17.84
16410,16410,matières grasses,beurres,"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux","Butter, 60-62% fat, light, unsalted",2,0,Glacé,PP,Pas de préparation,3.65,1.15,15.49,0.51,0.80,25.42,0.84,0.11,0.46,1.92,37.61,481.87,97.22,9.94,56.23,17.74
16402,16402,matières grasses,beurres,"Beurre à 80% MG, demi-sel","Butter, 80% fat, lightly salted",2,0,Glacé,PP,Pas de préparation,2.69,1.15,15.49,0.51,0.80,25.43,0.84,0.11,0.46,1.92,37.62,481.90,97.36,9.94,56.28,17.84
16403,16403,matières grasses,beurres,"Beurre à 80% MG, salé","Butter, 80% fat, salted",2,0,Glacé,PP,Pas de préparation,2.69,1.15,15.49,0.51,0.80,25.43,0.84,0.11,0.46,1.92,37.62,481.90,97.36,9.94,56.28,17.84
16400,16400,matières grasses,beurres,"Beurre à 82% MG, doux","Butter, 82% fat, unsalted",2,0,Glacé,PP,Pas de préparation,2.69,1.15,15.49,0.51,0.80,25.42,0.84,0.11,0.46,1.92,37.61,481.87,97.22,9.94,56.23,17.74
16404,16404,matières grasses,beurres,"Beurre à 82% MG, doux, tendre","Butter, 82% fat, unsalted, easy-to-spread",2,0,Glacé,PP,Pas de préparation,3.17,1.15,15.49,0.51,0.80,25.42,0.84,0.11,0.46,1.92,37.61,481.87,97.22,9.94,56.23,17.74
15202,15202,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Beurre de cacahuète ou Pâte d'arachide,Peanut butter or peanut paste,2,0,Ambiant (long),V (PVC),Pas de préparation,3.53,0.45,3.31,0.24,0.67,9.65,0.29,0.04,0.17,0.97,24.60,316.06,76.93,5.80,34.46,6.80
16030,16030,matières grasses,huiles et graisses végétales,Beurre de cacao,Cocoa butter,2,0,Ambiant (long),Bouteille PET,Pas de préparation,2.53,1.67,26.58,0.96,0.45,40.78,0.48,0.06,0.22,1.80,86.32,206.32,731.77,9.81,50.04,21.12
11507,11507,aides culinaires et ingrédients divers,ingrédients divers,Bicarbonate de soude,Sodium bicarbonate,2,0,Ambiant (long),Carton,Pas de préparation,2.97,0.23,1.19,0.11,0.25,3.87,0.12,0.02,0.04,0.80,1.58,19.58,152.18,2.07,17.01,17.72
5001,5001,boissons,boisson alcoolisées,"Bière ""coeur de marché"" (4-5° alcool)","Beer, regular (4-5° alcohol)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.84,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
5011,5011,boissons,boisson alcoolisées,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","Beer, ""specialty"", from abbey or regional (varying alcohol content)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.07,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
5010,5010,boissons,boisson alcoolisées,"Bière ""spéciale"" (5-6° alcool)","Beer, special (5-6° alcohol)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.07,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
5000,5000,boissons,boisson alcoolisées,Bière brune,"Beer, dark",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.07,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
5008,5008,boissons,boisson alcoolisées,Bière faiblement alcoolisée (3° alcool),"Beer, low alcohol-content (3° alcohol)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.07,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
5002,5002,boissons,boisson alcoolisées,Bière forte (>8° alcool),"Beer, strong (>8° alcohol)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.07,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
5030,5030,boissons,boisson alcoolisées,"Bière sans alcool (<1,2° alcool)","Beer, alcohol-free (<1,2° alcohol)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,3.07,0.12,1.09,0.28,0.62,3.61,0.09,0.01,0.02,0.19,2.10,19.85,20.47,0.37,25.48,2.77
7301,7301,produits céréaliers,pains et viennoiseries,Biscotte briochée,"Rusk, w eggs",2,0,Ambiant (court),Carton,Pas de préparation ,2.27,0.14,0.87,0.14,0.56,2.79,0.07,0.01,0.04,0.24,7.00,80.39,39.84,0.46,19.26,1.93
7300,7300,produits céréaliers,pains et viennoiseries,Biscotte classique,Rusk,2,0,Ambiant (court),Carton,Pas de préparation ,1.88,0.14,0.87,0.14,0.56,2.79,0.07,0.01,0.04,0.24,7.00,80.39,39.84,0.46,19.26,1.93
7340,7340,produits céréaliers,pains et viennoiseries,Biscotte complète ou riche en fibres,"Rusk, wholemeal or rich in fibre",2,0,Ambiant (court),Carton,Pas de préparation ,2.27,0.14,0.87,0.14,0.56,2.79,0.07,0.01,0.04,0.24,7.00,80.39,39.84,0.46,19.26,1.93
7330,7330,produits céréaliers,pains et viennoiseries,Biscotte multicéréale,"Rusk, multigrain",2,0,Ambiant (court),Carton,Pas de préparation ,2.27,0.14,0.87,0.14,0.56,2.79,0.07,0.01,0.04,0.24,7.00,80.39,39.84,0.46,19.26,1.93
7310,7310,produits céréaliers,pains et viennoiseries,Biscotte sans adjonction de sel,"Rusk, unsalted",2,0,Ambiant (court),Carton,Pas de préparation ,2.27,0.14,0.87,0.14,0.56,2.79,0.07,0.01,0.04,0.24,7.00,80.39,39.84,0.46,19.26,1.93
38405,38405,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif à base de pomme de terre, type tuile salée","Salty snacks, made from potato",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38407,38407,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit apéritif feuilleté,"Salty snacks, puff pastry",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38404,38404,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif soufflé, à base de maïs, à la cacahuète","Puffed salty snacks, made from maize/corn, with peanuts",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38400,38400,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif soufflé, à base de maïs, sans cacahuète","Puffed salty snacks, made from maize/corn, without peanuts",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38106,38106,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif soufflé, à base de pomme de terre","Puffed salty snacks, made from potato",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38108,38108,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif soufflé, à base de pomme de terre et de soja","Puffed salty snacks, made from potato and soy",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38401,38401,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif, crackers, garni ou fourré, au fromage","Salty snacks, crackers, garnished or filled with cheese",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38402,38402,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif, crackers, nature","Salty snacks, crackers, plain",2,0,Ambiant (long),LPDE,Pas de préparation ,2.28,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38403,38403,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif, crackers, nature, allégé en matière grasse","Salty snacks, crackers, reduced fat",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
38107,38107,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit apéritif, mini bretzel ou sticks","Salty snacks, mini pretzels or sticks",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
24041,24041,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux","Breakfast biscuit (cookie) with cereals, fortified with vitamins and chemical elements",2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.50,3.66,33.48,5.92
23050,23050,produits céréaliers,gâteaux et pâtisseries,Biscuit de Savoie,Savoy-style sponge cake,2,0,Ambiant (long),PS,Pas de préparation,2.25,0.48,2.25,0.24,0.91,8.27,0.47,0.07,0.29,0.61,16.34,191.59,104.54,4.00,36.08,3.69
24680,24680,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit moelleux fourré à l'orange et enrobé de sucre glace,"Soft cake, filled with fruit paste or fruit puree and sugar icing coated",2,0,Ambiant (long),Carton,Pas de préparation ,2.92,0.46,3.40,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.10,7.75
24060,24060,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit pâtissier meringué,Pastry biscuit with meringue,2,0,Ambiant (long),Carton,Pas de préparation ,3.06,0.32,1.49,0.20,0.82,5.31,0.31,0.04,0.18,0.45,11.08,120.73,69.52,2.82,28.14,2.89
24689,24689,aliments infantiles,céréales et biscuits infantiles,Biscuit pour bébé,Biscuit for baby,2,0,Ambiant (long),Carton,Pas de préparation,2.72,0.32,1.49,0.20,0.82,5.31,0.31,0.04,0.18,0.45,11.08,120.73,69.52,2.82,28.14,2.89
24678,24678,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec (génoise) nappage aux fruits, type barquette","Biscuit sponge cake with fruits covering, pre-packed",2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.46,3.40,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.10,7.75
24002,24002,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec à teneur garantie en vitamines,Biscuit (cookie) vitamins content guaranteed,2,0,Ambiant (long),Carton,Pas de préparation ,2.67,0.32,1.49,0.20,0.82,5.31,0.31,0.04,0.18,0.45,11.08,120.73,69.52,2.82,28.14,2.89
24003,24003,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec à teneur garantie en vitamines et minéraux,Biscuit (cookie) vitamins and chemical elements content guaranteed,2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.50,3.66,33.48,5.92
24049,24049,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec au beurre, sablé, galette ou palet","Biscuit shortbread, with butter",2,0,Ambiant (long),Carton,Pas de préparation ,2.85,0.26,1.85,0.21,0.76,4.88,0.19,0.02,0.10,0.45,10.88,108.95,67.52,1.96,26.98,4.51
24050,24050,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat","Biscuit shortbread, with butter and chocolate",2,0,Ambiant (long),Carton,Pas de préparation ,2.03,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.20,0.89,25.17,202.70,148.41,4.60,37.18,8.19
24030,24030,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec au lait,"Biscuit (cookie), with milk",2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.34,3.53,0.22,0.80,6.95,0.23,0.03,0.13,0.57,12.61,150.29,53.65,2.62,29.28,4.80
24004,24004,produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit sec aux fruits, hyposodé","Biscuit (cookie) with fruits, reduced salt",2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.46,3.40,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.10,7.75
24430,24430,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec aux œufs à la cuillère (cuiller) ou Boudoir,"Biscuit (cookie), sponge fingers or Lady fingers",2,0,Ambiant (long),Carton,Pas de préparation ,2.28,0.32,1.49,0.20,0.82,5.31,0.31,0.04,0.18,0.45,11.08,120.73,69.52,2.82,28.14,2.89
24038,24038,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec avec nappage chocolat,"Biscuit (cookie), chocolate covering",2,0,Ambiant (long),Carton,Pas de préparation ,2.20,0.72,8.60,0.42,0.98,15.59,0.41,0.06,0.23,1.14,28.70,200.69,184.57,5.38,44.00,9.10
24016,24016,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit sec avec tablette de chocolat,"Biscuit (cookie), covering with a chocolate bar",2,0,Ambiant (long),Carton,Pas de préparation ,2.59,0.72,8.60,0.42,0.98,15.59,0.41,0.06,0.23,1.14,28.70,200.69,184.57,5.38,44.00,9.10
